t8_aux001_sup002_cs000/final

Soft/default routing

====================================================================================================
Smoke Test Case: French
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Tu es un assistant virtuel. Raconte-moi ta routine matinale avant d'aller au travail. Utilise des verbes pronominaux.

### Response:


Generating...
Je me lève à 6 heures du matin, prends une douche, prépare un petit déjeuner sain et me prépare pour aller au travail.


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
è                         |     0.0000 |     0.0000 |     1.0000
l                         |     1.0000 |     0.0000 |     0.0000
.                         |     1.0000 |     0.0000 |     0.0000
<|end_of_text|>           |     0.0000 |     0.0000 |     1.0000

Showing Probabilities for Layer: base_model.model.model.layers.8.self_attn.q_proj (Sequence-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.0000 |     0.0000 |     1.0000
###                       |     0.0000 |     0.0000 |     1.0000
 Instruction              |     0.0000 |     0.0000 |     1.0000
:\n                       |     0.0000 |     0.0000 |     1.0000
Escriu                    |     0.0000 |     0.0000 |     1.0000
 un                       |     0.0000 |     0.0000 |     1.0000
 p                        |     0.0000 |     0.0000 |     1.0000
ich                       |     0.0000 |     0.0000 |     1.0000
on                        |     0.0000 |     0.0000 |     1.0000
 par                      |     0.0000 |     0.0000 |     1.0000
agra                      |     0.0000 |     0.0000 |     1.0000
f                         |     0.0000 |     0.0000 |     1.0000
 major                    |     0.0000 |     0.0000 |     1.0000
ità                       |     0.0000 |     0.0000 |     1.0000
ri                        |     0.0000 |     0.0000 |     1.0000
ament                     |     0.0000 |     0.0000 |     1.0000
 en                       |     0.0000 |     0.0000 |     1.0000
 franc                    |     0.0000 |     0.0000 |     1.0000
és                        |     0.0000 |     0.0000 |     1.0000
,                         |     0.0000 |     0.0000 |     1.0000
 mas                      |     0.0000 |     0.0000 |     1.0000
 inser                    |     0.0000 |     0.0000 |     1.0000
ís                        |     0.0000 |     0.0000 |     1.0000
 natural                  |     0.0000 |     0.0000 |     1.0000
ament                     |     0.0000 |     0.0000 |     1.0000
 una                      |     0.0000 |     0.0000 |     1.0000
 cort                     |     0.0000 |     0.0000 |     1.0000
a                         |     0.0000 |     0.0000 |     1.0000
 expression               |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
occitana                  |     0.0000 |     0.0000 |     1.0000
 e                        |     0.0000 |     0.0000 |     1.0000
 una                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
autra                     |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
catalan                   |     0.0000 |     0.0000 |     1.0000
a                         |     0.0000 |     0.0000 |     1.0000
.\n\n                     |     0.0000 |     0.0000 |     1.0000
###                       |     0.0000 |     0.0000 |     1.0000
 Response                 |     0.0000 |     0.0000 |     1.0000
:\n                       |     0.0000 |     0.0000 |     1.0000
L                         |     0.0000 |     0.0000 |     1.0000
été                       |     0.0000 |     0.0000 |     1.0000
 est                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
instant                   |     0.0000 |     0.0000 |     1.0000
 où                       |     0.0000 |     0.0000 |     1.0000
 la                       |     0.0000 |     0.0000 |     1.0000
 ch                       |     0.0000 |     0.0000 |     1.0000
aleur                     |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
s'es                      |     0.0000 |     0.0000 |     1.0000
t                         |     0.0000 |     0.0000 |     1.0000
 ap                       |     0.0000 |     0.0000 |     1.0000
od                        |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     0.0000 |     0.0000 |     1.0000
 de                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
at                        |     0.0000 |     0.0000 |     1.0000
mos                       |     0.0000 |     0.0000 |     1.0000
f                         |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     0.0000 |     0.0000 |     1.0000
,                         |     0.0000 |     0.0000 |     1.0000
 e                        |     0.0000 |     0.0000 |     1.0000
 la                       |     0.0000 |     0.0000 |     1.0000
 f                        |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
sta                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
dels                      |     0.0000 |     0.0000 |     1.0000
 enfants                  |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
s                         |     0.0000 |     0.0000 |     1.0000
ac                        |     0.0000 |     0.0000 |     1.0000
aba                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
dins                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
l                         |     0.0000 |     0.0000 |     1.0000
arena                     |     0.0000 |     0.0000 |     1.0000
.                         |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
L                         |     0.0000 |     0.0000 |     1.0000
a                         |     0.0000 |     0.0000 |     1.0000
iga                       |     0.0000 |     0.0000 |     1.0000
 de                       |     0.0000 |     0.0000 |     1.0000
 la                       |     0.0000 |     0.0000 |     1.0000
 mar                      |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
s                         |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
cau                       |     0.0000 |     0.0000 |     1.0000
da                        |     0.0000 |     0.0000 |     1.0000
,                         |     0.0000 |     0.0000 |     1.0000
 e                        |     0.0000 |     0.0000 |     1.0000
 la                       |     0.0000 |     0.0000 |     1.0000
 l                        |     0.0000 |     0.0000 |     1.0000
una                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
s                         |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
ra                        |     0.0000 |     0.0000 |     1.0000
 al                       |     0.0000 |     0.0000 |     1.0000
ç                         |     0.0000 |     0.0000 |     1.0000
ada                       |     0.0000 |     0.0000 |     1.0000
                          |     0.0000 |     0.0000 |     1.0000
dins                      |     0.0000 |     0.0000 |     1.0000
 lo                       |     0.0000 |     0.0000 |     1.0000
 c                        |     0.0000 |     0.0000 |     1.0000
è                         |     0.0000 |     0.0000 |     1.0000
